
amount,vendor,account,posting_date,user_id,description
1018.01,Vendor_3,HR,2023-07-09,1022,Regular business transaction
516.75,Vendor_4,Marketing,2023-11-07,1005,Regular business transaction
998.18,Vendor_5,HR,2023-01-12,1048,Regular business transaction
1251.55,Vendor_10,Legal,2023-03-23,1044,Regular business transaction
1275.72,Vendor_14,Legal,2023-03-08,1079,Regular business transaction
912.92,Vendor_7,HR,2023-01-14,1072,Regular business transaction
869.77,Vendor_14,HR,2023-09-13,1009,Regular business transaction
836.87,Vendor_2,Sales,2023-09-10,1053,Regular business transaction
1273.71,Vendor_1,Legal,2023-12-02,1053,Regular business transaction
520.69,Vendor_14,Finance,2023-01-25,1012,Regular business transaction
817.15,Vendor_2,HR,2023-01-25,1078,Regular business transaction
943.91,Vendor_4,Finance,2023-01-12,1031,Regular business transaction
1072.56,Vendor_14,HR,2023-05-26,1092,Regular business transaction
709.14,Vendor_6,Finance,2023-02-12,1001,Regular business transaction
710.04,Vendor_19,Finance,2023-09-23,1088,Regular business transaction
1125.16,Vendor_2,Legal,2023-09-24,1049,Regular business transaction
1044.6,Vendor_9,Admin,2023-03-24,1008,Regular business transaction
898.87,Vendor_3,Finance,2023-11-25,1027,Regular business transaction
815.98,Vendor_16,HR,2023-04-07,1003,Regular business transaction
909.26,Vendor_4,Admin,2023-02-09,1016,Regular business transaction
780.17,Vendor_20,HR,2023-05-04,1037,Regular business transaction
789.5,Vendor_7,Marketing,2023-03-04,1062,Regular business transaction
589.94,Vendor_7,IT,2023-04-02,1085,Regular business transaction
932.57,Vendor_14,Admin,2023-08-17,1085,Regular business transaction
930.2,Vendor_6,Admin,2023-05-29,1009,Regular business transaction
686.06,Vendor_7,Finance,2023-03-06,1012,Regular business transaction
995.41,Vendor_3,Sales,2023-07-07,1010,Regular business transaction
1173.79,Vendor_20,Admin,2023-04-27,1025,Regular business transaction
1219.7,Vendor_3,Sales,2023-08-09,1051,Regular business transaction
628.51,Vendor_6,Marketing,2023-01-21,1041,Regular business transaction
799.28,Vendor_1,Marketing,2023-03-01,1047,Regular business transaction
1311.97,Vendor_1,Marketing,2023-08-30,1057,Regular business transaction
1242.68,Vendor_11,Admin,2023-10-17,1007,Regular business transaction
786.86,Vendor_8,Sales,2023-03-20,1016,Regular business transaction
1009.6,Vendor_19,Finance,2023-03-28,1007,Regular business transaction
773.97,Vendor_13,Sales,2023-03-28,1042,Regular business transaction
1327.92,Vendor_3,Sales,2023-05-13,1019,Regular business transaction
1172.61,Vendor_8,Marketing,2023-08-16,1010,Regular business transaction
816.73,Vendor_5,Finance,2023-12-16,1095,Regular business transaction
1358.36,Vendor_8,Marketing,2023-02-07,1095,Regular business transaction
1284.55,Vendor_8,Sales,2023-11-25,1065,Regular business transaction
1010.46,Vendor_15,Marketing,2023-02-18,1035,Regular business transaction
1398.46,Vendor_9,Sales,2023-04-29,1061,Regular business transaction
1166.87,Vendor_18,Marketing,2023-05-29,1035,Regular business transaction
1436.69,Vendor_16,HR,2023-08-14,1010,Regular business transaction
1539.78,Vendor_10,Admin,2023-09-30,1039,Regular business transaction
751.29,Vendor_8,IT,2023-11-30,1088,Regular business transaction
1060.51,Vendor_18,Legal,2023-08-01,1043,Regular business transaction
1063.14,Vendor_3,Marketing,2023-02-01,1093,Regular business transaction
950.63,Vendor_7,Sales,2023-09-25,1046,Regular business transaction
1251.27,Vendor_8,Legal,2023-12-26,1006,Regular business transaction
755.91,Vendor_12,IT,2023-09-13,1085,Regular business transaction
751.46,Vendor_13,Marketing,2023-09-15,1028,Regular business transaction
1272.8,Vendor_15,HR,2023-10-10,1049,Regular business transaction
1009.14,Vendor_12,Finance,2023-10-05,1042,Regular business transaction
552.42,Vendor_5,Finance,2023-12-19,1055,Regular business transaction
742.35,Vendor_7,HR,2023-10-08,1007,Regular business transaction
1073.19,Vendor_10,Marketing,2023-05-24,1071,Regular business transaction
1248.54,Vendor_1,HR,2023-04-14,1098,Regular business transaction
721.99,Vendor_10,Marketing,2023-01-10,1020,Regular business transaction
1215.95,Vendor_2,Sales,2023-04-22,1012,Regular business transaction
1433.95,Vendor_9,HR,2023-03-27,1089,Regular business transaction
1093.75,Vendor_14,Legal,2023-05-01,1033,Regular business transaction
1095.8,Vendor_20,IT,2023-08-31,1094,Regular business transaction
1216.71,Vendor_5,Marketing,2023-05-12,1003,Regular business transaction
888.15,Vendor_20,Marketing,2023-01-24,1098,Regular business transaction
1118.17,Vendor_8,Admin,2023-07-21,1037,Regular business transaction
737.49,Vendor_14,HR,2023-07-07,1056,Regular business transaction
566.63,Vendor_7,HR,2023-08-09,1013,Regular business transaction
501.62,Vendor_3,Finance,2023-12-02,1057,Regular business transaction
1558.39,Vendor_2,Legal,2023-03-23,1018,Regular business transaction
1565.98,Vendor_19,Sales,2023-11-15,1082,Regular business transaction
948.94,Vendor_6,Finance,2023-12-22,1063,Regular business transaction
864.03,Vendor_19,Finance,2023-08-16,1093,Regular business transaction
784.95,Vendor_18,Admin,2023-04-26,1091,Regular business transaction
440.04,Vendor_15,IT,2023-11-09,1044,Regular business transaction
1136.71,Vendor_20,Admin,2023-07-17,1046,Regular business transaction
675.49,Vendor_14,HR,2023-03-16,1008,Regular business transaction
1106.85,Vendor_3,Finance,2023-04-17,1093,Regular business transaction
1014.6,Vendor_13,Legal,2023-12-03,1050,Regular business transaction
1309.89,Vendor_5,HR,2023-02-18,1020,Regular business transaction
941.52,Vendor_10,Finance,2023-12-22,1069,Regular business transaction
853.97,Vendor_7,Marketing,2023-05-09,1023,Regular business transaction
1042.55,Vendor_4,Legal,2023-10-24,1053,Regular business transaction
860.7,Vendor_20,Sales,2023-02-05,1084,Regular business transaction
896.17,Vendor_12,Marketing,2023-12-08,1091,Regular business transaction
713.78,Vendor_14,Marketing,2023-12-02,1015,Regular business transaction
713.92,Vendor_10,Sales,2023-07-24,1069,Regular business transaction
993.59,Vendor_11,HR,2023-12-04,1056,Regular business transaction
775.84,Vendor_4,Marketing,2023-01-07,1069,Regular business transaction
1074.12,Vendor_15,Admin,2023-06-03,1013,Regular business transaction
1026.2,Vendor_5,Marketing,2023-01-21,1081,Regular business transaction
1133.8,Vendor_5,Sales,2023-12-11,1084,Regular business transaction
789.02,Vendor_12,Sales,2023-06-10,1049,Regular business transaction
817.8,Vendor_7,Legal,2023-10-16,1080,Regular business transaction
1488.8,Vendor_2,HR,2023-02-12,1040,Regular business transaction
1071.79,Vendor_2,Legal,2023-07-17,1097,Regular business transaction
1428.8,Vendor_1,Marketing,2023-12-07,1004,Regular business transaction
865.49,Vendor_16,IT,2023-05-05,1038,Regular business transaction
1603.0,Vendor_12,Admin,2023-10-21,1059,Regular business transaction
1021.71,Vendor_19,Admin,2023-02-18,1063,Regular business transaction
993.46,Vendor_7,Finance,2023-01-20,1025,Regular business transaction
1348.58,Vendor_15,Finance,2023-03-20,1085,Regular business transaction
769.49,Vendor_20,HR,2023-09-27,1026,Regular business transaction
1025.82,Vendor_17,Admin,2023-03-07,1024,Regular business transaction
1191.63,Vendor_3,HR,2023-04-07,1041,Regular business transaction
707.97,Vendor_20,Admin,2023-03-30,1049,Regular business transaction
998.38,Vendor_11,IT,2023-07-16,1050,Regular business transaction
841.81,Vendor_8,HR,2023-10-24,1035,Regular business transaction
846.3,Vendor_5,Finance,2023-03-13,1054,Regular business transaction
657.47,Vendor_14,Marketing,2023-02-11,1059,Regular business transaction
1160.67,Vendor_20,Legal,2023-09-25,1001,Regular business transaction
1250.14,Vendor_3,IT,2023-04-24,1039,Regular business transaction
871.67,Vendor_6,Sales,2023-08-08,1000,Regular business transaction
971.77,Vendor_16,IT,2023-04-11,1003,Regular business transaction
903.36,Vendor_6,Legal,2023-09-03,1018,Regular business transaction
1057.46,Vendor_14,Admin,2023-01-16,1000,Regular business transaction
1072.37,Vendor_13,Admin,2023-01-21,1029,Regular business transaction
681.28,Vendor_6,Marketing,2023-08-11,1058,Regular business transaction
1128.49,Vendor_5,Sales,2023-05-11,1096,Regular business transaction
842.8,Vendor_3,Finance,2023-09-22,1049,Regular business transaction
622.84,Vendor_6,IT,2023-03-01,1043,Regular business transaction
601.62,Vendor_2,Legal,2023-05-11,1075,Regular business transaction
1324.95,Vendor_16,Finance,2023-06-05,1089,Regular business transaction
928.32,Vendor_20,Marketing,2023-02-10,1050,Regular business transaction
889.95,Vendor_15,Marketing,2023-11-10,1074,Regular business transaction
1365.15,Vendor_17,Finance,2023-04-18,1010,Regular business transaction
1456.39,Vendor_15,IT,2023-10-16,1083,Regular business transaction
853.27,Vendor_3,HR,2023-02-16,1038,Regular business transaction
1089.19,Vendor_6,Sales,2023-05-28,1000,Regular business transaction
847.24,Vendor_3,HR,2023-10-30,1037,Regular business transaction
1233.26,Vendor_15,Admin,2023-01-21,1098,Regular business transaction
849.06,Vendor_20,Legal,2023-02-08,1008,Regular business transaction
1433.2,Vendor_3,HR,2023-11-29,1078,Regular business transaction
1122.95,Vendor_2,Legal,2023-02-07,1013,Regular business transaction
927.62,Vendor_4,Finance,2023-11-24,1061,Regular business transaction
1075.88,Vendor_14,IT,2023-03-25,1024,Regular business transaction
980.97,Vendor_8,Legal,2023-06-03,1086,Regular business transaction
1116.47,Vendor_14,IT,2023-10-02,1072,Regular business transaction
791.07,Vendor_20,Finance,2023-11-23,1077,Regular business transaction
719.37,Vendor_19,Admin,2023-04-30,1037,Regular business transaction
1325.79,Vendor_4,Sales,2023-10-13,1008,Regular business transaction
994.17,Vendor_14,IT,2023-11-05,1098,Regular business transaction
909.05,Vendor_9,IT,2023-11-30,1093,Regular business transaction
803.31,Vendor_8,Marketing,2023-12-27,1085,Regular business transaction
1044.63,Vendor_9,Admin,2023-09-12,1054,Regular business transaction
1371.59,Vendor_16,Legal,2023-09-25,1034,Regular business transaction
1034.41,Vendor_11,Legal,2023-02-19,1084,Regular business transaction
779.86,Vendor_20,Finance,2023-06-21,1032,Regular business transaction
1010.82,Vendor_9,Finance,2023-11-20,1034,Regular business transaction
1195.98,Vendor_15,HR,2023-03-17,1045,Regular business transaction
1806.26,Vendor_15,Admin,2023-12-27,1018,Regular business transaction
958.77,Vendor_8,Finance,2023-11-03,1037,Regular business transaction
1285.86,Vendor_20,Sales,2023-06-06,1050,Regular business transaction
1022.63,Vendor_4,Legal,2023-03-17,1044,Regular business transaction
519.41,Vendor_3,Legal,2023-07-13,1087,Regular business transaction
1443.72,Vendor_1,Admin,2023-09-19,1085,Regular business transaction
1183.34,Vendor_18,Sales,2023-03-02,1011,Regular business transaction
1241.97,Vendor_19,HR,2023-12-28,1064,Regular business transaction
1061.81,Vendor_13,Sales,2023-12-21,1039,Regular business transaction
244.77,Vendor_20,Sales,2023-05-21,1060,Regular business transaction
565.02,Vendor_6,Sales,2023-10-29,1061,Regular business transaction
1089.38,Vendor_1,Marketing,2023-10-22,1084,Regular business transaction
1086.62,Vendor_17,Legal,2023-04-16,1053,Regular business transaction
951.96,Vendor_5,Sales,2023-02-10,1016,Regular business transaction
1201.4,Vendor_19,IT,2023-07-02,1040,Regular business transaction
980.78,Vendor_14,Finance,2023-01-01,1039,Regular business transaction
822.92,Vendor_12,IT,2023-11-28,1071,Regular business transaction
1080.14,Vendor_12,Finance,2023-08-28,1032,Regular business transaction
1152.62,Vendor_13,Marketing,2023-04-13,1091,Regular business transaction
855.08,Vendor_13,Admin,2023-08-03,1048,Regular business transaction
1044.04,Vendor_15,HR,2023-12-04,1017,Regular business transaction
919.44,Vendor_4,Marketing,2023-05-27,1027,Regular business transaction
732.64,Vendor_8,HR,2023-04-23,1096,Regular business transaction
497.67,Vendor_9,Admin,2023-09-15,1062,Regular business transaction
731.14,Vendor_9,Marketing,2023-11-03,1074,Regular business transaction
1016.67,Vendor_19,Legal,2023-07-20,1038,Regular business transaction
1764.05,Vendor_3,HR,2023-06-04,1001,Regular business transaction
1384.63,Vendor_8,Marketing,2023-03-22,1040,Regular business transaction
1035.06,Vendor_12,IT,2023-08-23,1064,Regular business transaction
944.16,Vendor_5,Finance,2023-03-03,1048,Regular business transaction
769.39,Vendor_6,HR,2023-10-04,1053,Regular business transaction
911.21,Vendor_13,Admin,2023-03-14,1052,Regular business transaction
1325.08,Vendor_6,Marketing,2023-01-30,1059,Regular business transaction
831.43,Vendor_3,HR,2023-06-21,1078,Regular business transaction
601.42,Vendor_9,Admin,2023-01-23,1074,Regular business transaction
449.3,Vendor_4,HR,2023-06-16,1033,Regular business transaction
1351.37,Vendor_5,Admin,2023-07-15,1036,Regular business transaction
907.59,Vendor_20,IT,2023-06-06,1073,Regular business transaction
1233.9,Vendor_18,HR,2023-05-06,1010,Regular business transaction
1333.09,Vendor_5,Marketing,2023-06-25,1055,Regular business transaction
644.98,Vendor_12,Legal,2023-11-17,1030,Regular business transaction
757.12,Vendor_5,Legal,2023-12-10,1058,Regular business transaction
1127.22,Vendor_3,IT,2023-02-14,1003,Regular business transaction
965.71,Vendor_11,IT,2023-08-22,1050,Regular business transaction
952.81,Vendor_18,Legal,2023-11-11,1014,Regular business transaction
671.16,Vendor_5,Marketing,2023-05-04,1034,Regular business transaction
989.2,Vendor_6,HR,2023-10-01,1072,Regular business transaction
967.81,Vendor_13,Legal,2023-03-09,1068,Regular business transaction
1134.32,Vendor_5,Sales,2023-11-01,1012,Regular business transaction
1471.84,Vendor_19,IT,2023-02-11,1097,Regular business transaction
1075.14,Vendor_13,IT,2023-09-07,1084,Regular business transaction
621.56,Vendor_12,IT,2023-12-25,1067,Regular business transaction
740.49,Vendor_19,Sales,2023-04-02,1062,Regular business transaction
948.44,Vendor_15,Marketing,2023-05-19,1099,Regular business transaction
667.55,Vendor_19,Finance,2023-09-30,1098,Regular business transaction
1087.56,Vendor_19,Finance,2023-12-07,1007,Regular business transaction
1269.84,Vendor_5,Sales,2023-04-11,1035,Regular business transaction
1499.33,Vendor_13,Admin,2023-05-20,1020,Regular business transaction
1468.57,Vendor_11,Admin,2023-01-05,1080,Regular business transaction
891.51,Vendor_12,Legal,2023-01-17,1018,Regular business transaction
1590.37,Vendor_16,HR,2023-08-24,1051,Regular business transaction
1076.58,Vendor_4,Legal,2023-03-16,1032,Regular business transaction
1313.77,Vendor_15,IT,2023-07-22,1063,Regular business transaction
1814.78,Vendor_19,Finance,2023-08-07,1081,Regular business transaction
919.08,Vendor_19,Admin,2023-08-27,1003,Regular business transaction
968.0,Vendor_9,HR,2023-12-03,1080,Regular business transaction
1417.13,Vendor_17,Sales,2023-12-18,1071,Regular business transaction
1178.07,Vendor_14,Finance,2023-10-14,1079,Regular business transaction
117.88,Vendor_18,Legal,2023-12-15,1085,Regular business transaction
1285.59,Vendor_10,Legal,2023-10-04,1079,Regular business transaction
1330.35,Vendor_12,Marketing,2023-06-18,1023,Regular business transaction
1063.49,Vendor_15,IT,2023-01-19,1007,Regular business transaction
1517.77,Vendor_17,Admin,2023-01-30,1006,Regular business transaction
962.88,Vendor_5,Sales,2023-02-06,1012,Regular business transaction
893.06,Vendor_8,Finance,2023-07-07,1072,Regular business transaction
1175.35,Vendor_2,Admin,2023-04-14,1022,Regular business transaction
1134.9,Vendor_9,Marketing,2023-09-17,1029,Regular business transaction
1632.83,Vendor_13,Finance,2023-10-17,1044,Regular business transaction
1235.38,Vendor_19,IT,2023-12-24,1015,Regular business transaction
785.22,Vendor_2,Marketing,2023-05-24,1059,Regular business transaction
1100.85,Vendor_2,Marketing,2023-01-13,1055,Regular business transaction
700.59,Vendor_7,IT,2023-08-03,1077,Regular business transaction
770.97,Vendor_7,Finance,2023-10-22,1064,Regular business transaction
556.8,Vendor_13,Finance,2023-02-22,1018,Regular business transaction
1077.33,Vendor_17,Admin,2023-01-23,1031,Regular business transaction
1656.25,Vendor_8,Legal,2023-02-21,1019,Regular business transaction
612.89,Vendor_18,Legal,2023-06-27,1027,Regular business transaction
769.9,Vendor_15,Legal,2023-01-30,1062,Regular business transaction
689.77,Vendor_4,Finance,2023-02-28,1086,Regular business transaction
791.36,Vendor_14,Marketing,2023-12-04,1097,Regular business transaction
1467.13,Vendor_11,Sales,2023-07-23,1048,Regular business transaction
812.14,Vendor_6,Sales,2023-12-09,1087,Regular business transaction
1004.61,Vendor_18,Sales,2023-11-21,1043,Regular business transaction
742.47,Vendor_11,Sales,2023-03-06,1018,Regular business transaction
1337.68,Vendor_9,IT,2023-06-11,1043,Regular business transaction
1257.55,Vendor_19,Finance,2023-03-24,1048,Regular business transaction
1045.42,Vendor_6,HR,2023-06-28,1036,Regular business transaction
1221.42,Vendor_10,Admin,2023-01-23,1084,Regular business transaction
1033.27,Vendor_11,Finance,2023-04-11,1032,Regular business transaction
802.52,Vendor_4,Admin,2023-10-08,1093,Regular business transaction
881.87,Vendor_9,Finance,2023-12-06,1082,Regular business transaction
998.95,Vendor_7,HR,2023-02-10,1098,Regular business transaction
709.0,Vendor_15,Marketing,2023-09-13,1077,Regular business transaction
914.08,Vendor_5,Finance,2023-04-10,1030,Regular business transaction
1098.23,Vendor_2,Sales,2023-11-25,1037,Regular business transaction
1311.73,Vendor_1,HR,2023-04-19,1086,Regular business transaction
977.27,Vendor_13,Finance,2023-06-11,1008,Regular business transaction
1112.92,Vendor_18,IT,2023-01-28,1069,Regular business transaction
729.38,Vendor_12,HR,2023-05-29,1027,Regular business transaction
729.81,Vendor_4,Finance,2023-09-09,1098,Regular business transaction
1191.52,Vendor_13,Sales,2023-02-18,1053,Regular business transaction
476.85,Vendor_10,Legal,2023-01-13,1036,Regular business transaction
1035.71,Vendor_6,Marketing,2023-12-03,1099,Regular business transaction
742.27,Vendor_12,Legal,2023-01-24,1028,Regular business transaction
1358.6,Vendor_11,Sales,2023-08-16,1059,Regular business transaction
1423.56,Vendor_16,Admin,2023-04-14,1091,Regular business transaction
834.73,Vendor_12,IT,2023-06-30,1041,Regular business transaction
1201.86,Vendor_2,Finance,2023-05-14,1006,Regular business transaction
1177.54,Vendor_1,Admin,2023-01-07,1056,Regular business transaction
1296.6,Vendor_7,HR,2023-04-21,1050,Regular business transaction
594.57,Vendor_9,IT,2023-09-21,1096,Regular business transaction
534.29,Vendor_13,Legal,2023-02-28,1003,Regular business transaction
1236.69,Vendor_8,IT,2023-06-06,1097,Regular business transaction
814.02,Vendor_12,Marketing,2023-01-04,1089,Regular business transaction
1722.21,Vendor_8,Sales,2023-04-29,1004,Regular business transaction
1637.93,Vendor_11,Admin,2023-10-15,1027,Regular business transaction
1129.89,Vendor_9,Sales,2023-02-28,1089,Regular business transaction
887.44,Vendor_10,IT,2023-10-28,1082,Regular business transaction
904.69,Vendor_11,Finance,2023-06-30,1071,Regular business transaction
610.56,Vendor_11,IT,2023-11-17,1048,Regular business transaction
1473.43,Vendor_15,HR,2023-04-12,1087,Regular business transaction
1090.31,Vendor_9,Legal,2023-08-30,1025,Regular business transaction
1523.5,Vendor_17,Marketing,2023-01-05,1083,Regular business transaction
749.46,Vendor_1,Marketing,2023-08-14,1014,Regular business transaction
1626.86,Vendor_14,Finance,2023-10-21,1061,Regular business transaction
945.88,Vendor_10,Legal,2023-08-11,1093,Regular business transaction
1411.85,Vendor_3,Legal,2023-01-06,1092,Regular business transaction
1286.1,Vendor_12,Sales,2023-07-28,1074,Regular business transaction
986.57,Vendor_13,Marketing,2023-01-11,1094,Regular business transaction
1014.39,Vendor_11,Finance,2023-03-30,1017,Regular business transaction
1099.55,Vendor_19,Admin,2023-11-07,1081,Regular business transaction
1127.77,Vendor_8,Finance,2023-12-28,1007,Regular business transaction
1005.74,Vendor_4,Admin,2023-04-04,1064,Regular business transaction
1445.76,Vendor_20,Marketing,2023-12-08,1092,Regular business transaction
933.83,Vendor_12,Sales,2023-03-15,1035,Regular business transaction
1185.55,Vendor_10,Admin,2023-06-20,1084,Regular business transaction
937.76,Vendor_10,HR,2023-12-26,1065,Regular business transaction
1416.29,Vendor_5,IT,2023-12-15,1066,Regular business transaction
1019.83,Vendor_12,Finance,2023-06-22,1009,Regular business transaction
2048.76,Vendor_7,Sales,2023-11-19,1083,Regular business transaction
560.98,Vendor_20,Finance,2023-04-04,1034,Regular business transaction
974.63,Vendor_14,Sales,2023-10-01,1044,Regular business transaction
798.32,Vendor_20,Finance,2023-06-30,1090,Regular business transaction
1337.86,Vendor_1,Marketing,2023-06-03,1019,Regular business transaction
917.89,Vendor_20,Admin,2023-09-23,1058,Regular business transaction
877.89,Vendor_4,Finance,2023-09-13,1010,Regular business transaction
1205.9,Vendor_19,Finance,2023-04-09,1075,Regular business transaction
758.47,Vendor_7,Admin,2023-11-23,1025,Regular business transaction
1287.36,Vendor_8,Finance,2023-05-12,1022,Regular business transaction
891.73,Vendor_20,Finance,2023-08-09,1007,Regular business transaction
-41.43,Vendor_9,IT,2023-04-22,1045,Regular business transaction
218.74,Vendor_8,Admin,2023-07-08,1035,Regular business transaction
1059.68,Vendor_2,Finance,2023-01-24,1023,Regular business transaction
714.35,Vendor_17,Admin,2023-06-30,1022,Regular business transaction
1126.8,Vendor_13,Finance,2023-12-17,1052,Regular business transaction
1207.07,Vendor_5,Sales,2023-05-18,1039,Regular business transaction
232.49,Vendor_7,Admin,2023-03-26,1060,Regular business transaction
1298.49,Vendor_15,HR,2023-11-28,1037,Regular business transaction
951.24,Vendor_19,Admin,2023-08-27,1040,Regular business transaction
924.48,Vendor_18,Legal,2023-07-09,1024,Regular business transaction
1340.09,Vendor_16,IT,2023-07-25,1056,Regular business transaction
1235.02,Vendor_4,Admin,2023-01-16,1021,Regular business transaction
924.54,Vendor_8,Sales,2023-09-29,1058,Regular business transaction
1449.21,Vendor_2,Admin,2023-09-11,1008,Regular business transaction
848.63,Vendor_17,IT,2023-01-10,1085,Regular business transaction
1195.14,Vendor_20,Admin,2023-06-02,1020,Regular business transaction
549.08,Vendor_5,Legal,2023-08-29,1064,Regular business transaction
745.77,Vendor_17,Sales,2023-03-29,1065,Regular business transaction
1161.64,Vendor_8,Admin,2023-04-06,1038,Regular business transaction
1244.82,Vendor_7,Finance,2023-05-06,1056,Regular business transaction
977.74,Vendor_17,Marketing,2023-09-08,1040,Regular business transaction
832.51,Vendor_6,HR,2023-11-04,1002,Regular business transaction
669.95,Vendor_17,Admin,2023-02-18,1075,Regular business transaction
787.19,Vendor_1,Sales,2023-09-28,1099,Regular business transaction
1562.85,Vendor_4,Marketing,2023-12-05,1042,Regular business transaction
544.64,Vendor_19,Legal,2023-06-17,1082,Regular business transaction
892.89,Vendor_1,Finance,2023-10-10,1079,Regular business transaction
928.62,Vendor_3,IT,2023-07-23,1079,Regular business transaction
1080.71,Vendor_11,Marketing,2023-03-30,1019,Regular business transaction
1316.24,Vendor_2,Legal,2023-11-09,1071,Regular business transaction
1448.07,Vendor_7,Legal,2023-04-24,1015,Regular business transaction
1008.12,Vendor_20,HR,2023-04-23,1011,Regular business transaction
1030.56,Vendor_11,Finance,2023-10-10,1011,Regular business transaction
543.29,Vendor_14,Finance,2023-04-28,1058,Regular business transaction
1333.81,Vendor_1,Legal,2023-02-19,1018,Regular business transaction
846.9,Vendor_15,Admin,2023-10-16,1012,Regular business transaction
1063.52,Vendor_20,Legal,2023-03-20,1086,Regular business transaction
892.07,Vendor_20,Finance,2023-10-07,1081,Regular business transaction
602.19,Vendor_10,Sales,2023-02-26,1007,Regular business transaction
1009.84,Vendor_17,Marketing,2023-01-06,1057,Regular business transaction
772.45,Vendor_5,HR,2023-11-14,1040,Regular business transaction
1267.06,Vendor_9,Sales,2023-08-07,1048,Regular business transaction
1310.57,Vendor_12,Admin,2023-09-23,1097,Regular business transaction
475.76,Vendor_10,Legal,2023-01-22,1025,Regular business transaction
961.59,Vendor_11,Admin,2023-10-22,1090,Regular business transaction
836.0,Vendor_12,IT,2023-03-25,1098,Regular business transaction
918.5,Vendor_15,Marketing,2023-11-05,1033,Regular business transaction
728.53,Vendor_10,Sales,2023-12-18,1047,Regular business transaction
1436.52,Vendor_6,Sales,2023-04-10,1058,Regular business transaction
1305.3,Vendor_1,IT,2023-06-03,1088,Regular business transaction
1081.45,Vendor_10,Finance,2023-03-20,1058,Regular business transaction
1165.44,Vendor_4,Marketing,2023-01-25,1027,Regular business transaction
1102.18,Vendor_1,Sales,2023-10-28,1067,Regular business transaction
1020.86,Vendor_19,Sales,2023-05-18,1035,Regular business transaction
1216.78,Vendor_9,Finance,2023-02-15,1031,Regular business transaction
740.68,Vendor_15,Admin,2023-05-12,1092,Regular business transaction
957.72,Vendor_9,IT,2023-09-05,1091,Regular business transaction
1470.47,Vendor_10,Marketing,2023-07-31,1039,Regular business transaction
1387.11,Vendor_7,Sales,2023-09-02,1022,Regular business transaction
977.76,Vendor_14,Finance,2023-10-26,1047,Regular business transaction
927.36,Vendor_2,IT,2023-03-02,1049,Regular business transaction
1204.62,Vendor_11,Marketing,2023-04-04,1047,Regular business transaction
1446.17,Vendor_10,Marketing,2023-02-07,1018,Regular business transaction
451.76,Vendor_14,IT,2023-12-24,1064,Regular business transaction
983.56,Vendor_14,IT,2023-07-28,1072,Regular business transaction
1179.3,Vendor_7,Sales,2023-10-11,1096,Regular business transaction
824.26,Vendor_5,Sales,2023-12-04,1055,Regular business transaction
873.88,Vendor_11,IT,2023-07-07,1039,Regular business transaction
1408.79,Vendor_4,Marketing,2023-09-09,1036,Regular business transaction
881.07,Vendor_11,Marketing,2023-07-04,1076,Regular business transaction
1418.99,Vendor_4,Legal,2023-09-13,1006,Regular business transaction
995.85,Vendor_4,HR,2023-07-26,1000,Regular business transaction
793.08,Vendor_3,Legal,2023-08-30,1000,Regular business transaction
1446.32,Vendor_18,Admin,2023-04-19,1046,Regular business transaction
1025.58,Vendor_20,IT,2023-10-18,1067,Regular business transaction
697.66,Vendor_10,Admin,2023-06-02,1020,Regular business transaction
664.88,Vendor_20,Sales,2023-08-25,1054,Regular business transaction
1184.71,Vendor_5,HR,2023-04-20,1048,Regular business transaction
830.45,Vendor_10,Marketing,2023-10-22,1079,Regular business transaction
1319.46,Vendor_3,Admin,2023-05-30,1040,Regular business transaction
357.92,Vendor_5,Marketing,2023-03-28,1080,Regular business transaction
847.04,Vendor_9,Finance,2023-08-27,1036,Regular business transaction
377.78,Vendor_13,Legal,2023-04-22,1022,Regular business transaction
1478.46,Vendor_2,Finance,2023-05-14,1017,Regular business transaction
860.04,Vendor_1,Legal,2023-07-28,1031,Regular business transaction
915.69,Vendor_10,Admin,2023-04-25,1035,Regular business transaction
1127.49,Vendor_2,Sales,2023-08-22,1027,Regular business transaction
730.51,Vendor_15,Legal,2023-05-07,1018,Regular business transaction
847.08,Vendor_15,Legal,2023-06-01,1071,Regular business transaction
988.3,Vendor_1,Legal,2023-01-19,1066,Regular business transaction
1066.73,Vendor_10,Admin,2023-12-20,1012,Regular business transaction
1098.35,Vendor_16,Admin,2023-07-24,1047,Regular business transaction
1277.28,Vendor_17,Finance,2023-11-16,1060,Regular business transaction
731.4,Vendor_17,Admin,2023-09-26,1068,Regular business transaction
877.57,Vendor_17,IT,2023-01-07,1057,Regular business transaction
194.56,Vendor_17,Legal,2023-01-17,1042,Regular business transaction
1077.87,Vendor_3,Admin,2023-01-29,1031,Regular business transaction
1190.61,Vendor_9,Sales,2023-04-03,1085,Regular business transaction
1107.23,Vendor_16,Sales,2023-12-30,1050,Regular business transaction
1079.89,Vendor_19,IT,2023-09-28,1002,Regular business transaction
457.38,Vendor_11,Finance,2023-01-30,1056,Regular business transaction
917.29,Vendor_8,HR,2023-12-01,1091,Regular business transaction
1282.21,Vendor_20,Sales,2023-02-18,1044,Regular business transaction
1235.96,Vendor_15,HR,2023-08-09,1092,Regular business transaction
125.9,Vendor_3,IT,2023-01-03,1053,Regular business transaction
1211.36,Vendor_4,IT,2023-03-01,1074,Regular business transaction
1446.93,Vendor_11,IT,2023-08-23,1001,Regular business transaction
